RUTA,FECHA,DIA SEMANA,HORA PREVIA,PARADA,ORIENTACION,HORA CAMION
231,23-06-2021,2,11:16:00,101,0,11:36:00
231,08-04-2020,2,13:53:00,97,0,14:13:00
231,06-10-2022,3,18:05:00,89,0,18:25:00
231,02-04-2021,4,10:12:00,70,0,10:32:00
231,10-06-2020,2,15:45:00,11,0,16:05:00
231,08-11-2020,6,07:07:00,15,0,07:27:00
231,20-10-2020,1,18:20:00,55,0,18:40:00
231,14-02-2021,6,19:10:00,20,0,19:30:00
231,05-12-2021,6,19:53:00,23,0,20:13:00
231,06-02-2020,3,19:26:00,40,0,19:46:00
231,01-07-2020,2,13:42:00,7,0,14:02:00
231,06-12-2022,1,14:40:00,0,0,15:00:00
231,16-02-2020,6,16:54:00,25,0,17:14:00
231,19-12-2020,5,18:30:00,44,0,18:50:00
231,17-02-2022,3,11:29:00,94,0,11:49:00
231,28-12-2020,0,17:36:00,29,0,17:56:00
231,16-10-2021,5,09:33:00,72,0,09:53:00
231,13-09-2020,6,08:06:00,92,0,08:26:00
231,28-08-2022,6,17:23:00,8,0,17:43:00
231,20-03-2020,4,08:17:00,30,0,08:37:00
231,11-05-2022,2,19:02:00,107,0,19:22:00
231,27-12-2021,0,00:00,8,0,07:03:00
231,24-11-2021,2,10:10:00,19,0,10:30:00
231,02-08-2021,0,11:54:00,99,0,12:14:00
231,14-10-2021,3,17:05:00,109,0,17:25:00
231,31-05-2021,0,19:53:00,97,0,20:13:00
231,14-03-2022,0,12:20:00,1,0,12:40:00
231,26-08-2020,2,19:01:00,4,0,19:21:00
231,31-12-2020,3,08:45:00,109,0,09:05:00
231,26-04-2022,1,18:28:00,65,0,18:48:00
231,15-07-2020,2,08:23:00,59,0,08:43:00
231,24-07-2020,4,20:12:00,70,0,20:32:00
231,02-10-2021,5,08:50:00,20,0,09:10:00
231,16-03-2020,0,14:50:00,95,0,15:10:00
231,16-02-2020,6,17:17:00,120,0,17:37:00
231,24-10-2021,6,07:53:00,72,0,08:13:00
231,02-10-2021,5,14:22:00,57,0,14:42:00
231,03-04-2022,6,14:04:00,9,0,14:24:00
231,11-04-2022,0,10:59:00,81,0,11:19:00
231,27-12-2021,0,17:02:00,6,0,17:22:00
231,31-01-2020,4,13:06:00,40,0,13:26:00
231,30-05-2020,5,14:18:00,78,0,14:38:00
231,22-12-2022,3,15:48:00,93,0,16:08:00
231,15-09-2021,2,08:51:00,69,0,09:11:00
231,02-12-2020,2,10:01:00,106,0,10:21:00
231,11-11-2021,3,12:06:00,63,0,12:26:00
231,11-05-2020,0,15:40:00,105,0,16:00:00
231,02-01-2020,3,08:22:00,6,0,08:42:00
231,11-01-2021,0,13:50:00,113,0,14:10:00
231,09-06-2021,2,10:55:00,28,0,11:15:00
231,31-01-2021,6,13:33:00,72,0,13:53:00
231,02-02-2022,2,20:10:00,19,0,20:30:00
231,07-05-2021,4,19:02:00,7,0,19:22:00
231,07-03-2021,6,14:59:00,125,0,15:19:00
231,25-05-2022,2,15:02:00,107,0,15:22:00
231,14-12-2020,0,09:53:00,72,0,10:13:00
231,30-12-2022,4,16:22:00,57,0,16:42:00
231,24-09-2021,4,19:23:00,60,0,19:43:00
231,17-04-2021,5,17:53:00,48,0,18:13:00
231,18-11-2020,2,11:38:00,78,0,11:58:00
231,17-06-2022,4,21:19:00,126,0,21:39:00
231,09-06-2021,2,21:30:00,113,0,21:50:00
231,13-10-2022,3,08:52:00,71,0,09:12:00
231,30-08-2021,0,11:02:00,57,0,11:22:00
231,27-10-2021,2,17:47:00,14,0,18:07:00
231,03-03-2020,1,11:30:00,20,0,11:50:00
231,03-09-2022,5,20:17:00,30,0,20:37:00
231,26-04-2022,1,13:00:00,0,0,13:20:00
231,18-04-2020,5,15:13:00,97,0,15:33:00
231,09-04-2022,5,11:20:00,2,0,11:40:00
231,03-06-2022,4,12:13:00,115,0,12:33:00
231,23-10-2020,4,22:19:00,124,0,22:39:00
231,24-03-2020,1,18:19:00,104,0,18:39:00
231,16-06-2021,2,07:14:00,25,0,07:34:00
231,25-11-2020,2,17:43:00,8,0,18:03:00
231,24-02-2020,0,07:47:00,15,0,08:07:00
231,20-11-2020,4,15:53:00,47,0,16:13:00
231,10-11-2021,2,21:01:00,83,0,21:21:00
231,27-08-2021,4,16:32:00,71,0,16:52:00
231,29-05-2020,4,09:56:00,118,0,10:16:00
231,04-02-2020,1,11:20:00,129,0,11:40:00
231,11-06-2020,3,16:40:00,33,0,17:00:00
231,11-01-2022,1,10:00:00,2,0,10:20:00
231,12-09-2021,6,21:19:00,104,0,21:39:00
231,15-09-2022,3,18:02:00,6,0,18:22:00
231,21-01-2023,5,18:16:00,29,0,18:36:00
231,17-01-2021,6,16:52:00,46,0,17:12:00
231,19-03-2020,3,11:24:00,38,0,11:44:00
231,08-11-2020,6,12:14:00,98,0,12:34:00
231,30-03-2022,2,20:00:00,33,0,20:20:00
231,12-10-2021,1,11:27:00,14,0,11:47:00
231,28-01-2020,1,10:23:00,59,0,10:43:00
231,21-03-2021,6,19:34:00,49,0,19:54:00
231,23-02-2021,1,08:33:00,97,0,08:53:00
231,04-06-2020,3,10:53:00,23,0,11:13:00
231,05-09-2020,5,18:12:00,46,0,18:32:00
231,07-10-2021,3,16:27:00,14,0,16:47:00
231,17-06-2021,3,16:39:00,54,0,16:59:00
231,14-07-2020,1,08:14:00,73,0,08:34:00
231,07-01-2021,3,09:41:00,130,0,10:01:00
231,03-06-2022,4,16:45:00,61,0,17:05:00
231,14-04-2022,3,10:47:00,41,0,11:07:00
231,14-06-2020,6,15:52:00,70,0,16:12:00
231,07-07-2022,3,11:17:00,30,0,11:37:00
231,14-07-2021,2,12:06:00,63,0,12:26:00
231,19-07-2020,6,08:26:00,91,0,08:46:00
231,26-05-2021,2,15:01:00,106,0,15:21:00
231,02-11-2022,2,17:16:00,101,0,17:36:00
231,15-07-2020,2,10:36:00,117,0,10:56:00
231,26-07-2022,1,11:04:00,10,0,11:24:00
231,10-07-2022,6,13:08:00,16,0,13:28:00
231,18-01-2021,0,12:56:00,118,0,13:16:00
231,07-12-2021,1,10:03:00,60,0,10:23:00
231,10-05-2021,0,13:09:00,18,0,13:29:00
231,19-10-2020,0,19:56:00,101,0,20:16:00
231,11-07-2021,6,13:26:00,91,0,13:46:00
231,28-10-2020,2,00:00,80,0,07:59:00
231,21-04-2020,1,16:02:00,57,0,16:22:00
231,13-04-2022,2,15:28:00,111,0,15:48:00
231,19-03-2021,4,17:37:00,120,0,17:57:00
231,22-09-2021,2,11:46:00,91,0,12:06:00
231,25-06-2021,4,10:40:00,128,0,11:00:00
231,25-10-2021,0,16:59:00,127,0,17:19:00
231,12-01-2023,3,12:16:00,76,0,12:36:00
231,08-02-2020,5,10:47:00,15,0,11:07:00
231,01-06-2020,0,10:11:00,45,0,10:31:00
231,06-05-2020,2,17:34:00,73,0,17:54:00
231,02-07-2021,4,20:05:00,61,0,20:25:00
231,30-10-2020,4,15:21:00,35,0,15:41:00
231,25-02-2021,3,15:53:00,47,0,16:13:00
231,20-05-2022,4,12:05:00,90,0,12:25:00
231,23-01-2020,3,17:19:00,127,0,17:39:00
231,03-01-2021,6,19:01:00,3,0,19:21:00
231,17-12-2022,5,16:12:00,22,0,16:32:00
231,16-08-2020,6,09:37:00,77,0,09:57:00
231,29-09-2022,3,10:00:00,33,0,10:20:00
231,09-07-2022,5,18:58:00,122,0,19:18:00
231,25-03-2020,2,11:37:00,120,0,11:57:00
231,21-05-2022,5,12:13:00,47,0,12:33:00
231,16-08-2022,1,16:57:00,30,0,17:17:00
231,19-07-2021,0,10:53:00,115,0,11:13:00
231,07-12-2022,2,09:17:00,120,0,09:37:00
231,13-10-2022,3,17:28:00,93,0,17:48:00
231,17-02-2020,0,15:00:00,129,0,15:20:00
231,26-02-2021,4,15:58:00,53,0,16:18:00
231,08-03-2020,6,11:15:00,28,0,11:35:00
231,21-03-2020,5,18:06:00,62,0,18:26:00
231,29-10-2021,4,18:22:00,57,0,18:42:00
231,05-03-2021,4,18:16:00,119,0,18:36:00
231,18-08-2021,2,20:30:00,113,0,20:50:00
231,30-05-2022,0,09:43:00,108,0,10:03:00
231,03-02-2021,2,09:08:00,16,0,09:28:00
231,21-09-2020,0,19:11:00,96,0,19:31:00
231,28-02-2020,4,11:41:00,83,0,12:01:00
231,01-11-2022,1,11:20:00,129,0,11:40:00
231,05-10-2022,2,15:45:00,89,0,16:05:00
231,31-05-2021,0,12:12:00,22,0,12:32:00
231,14-11-2020,5,09:54:00,74,0,10:14:00
231,05-11-2020,3,15:49:00,94,0,16:09:00
231,03-05-2020,6,19:20:00,1,0,19:40:00
231,25-06-2020,3,16:23:00,58,0,16:43:00
231,10-11-2021,2,09:50:00,19,0,10:10:00
231,01-04-2022,4,12:02:00,85,0,12:22:00
231,04-04-2020,5,12:50:00,19,0,13:10:00
231,14-04-2020,1,11:17:00,77,0,11:37:00
231,18-03-2022,4,10:02:00,85,0,10:22:00
231,15-06-2021,1,14:35:00,28,0,14:55:00
231,05-10-2021,1,10:55:00,26,0,11:15:00
231,17-07-2021,5,20:38:00,32,0,20:58:00
231,02-01-2022,6,18:16:00,119,0,18:36:00
231,11-08-2022,3,19:55:00,116,0,20:15:00
231,02-05-2022,0,18:38:00,31,0,18:58:00
231,13-10-2022,3,14:53:00,47,0,15:13:00
231,08-10-2021,4,18:39:00,124,0,18:59:00
231,12-08-2022,4,15:22:00,7,0,15:42:00
231,05-08-2021,3,15:06:00,40,0,15:26:00
231,27-11-2021,5,17:30:00,44,0,17:50:00
231,30-03-2020,0,10:36:00,101,0,10:56:00
231,20-09-2021,0,14:24:00,38,0,14:44:00
231,26-04-2021,0,08:16:00,76,0,08:36:00
231,31-12-2021,4,09:35:00,75,0,09:55:00
231,16-01-2023,0,13:45:00,11,0,14:05:00
231,26-10-2020,0,20:15:00,28,0,20:35:00
231,08-03-2022,1,07:47:00,15,0,08:07:00
231,26-08-2022,4,08:41:00,130,0,09:01:00
231,07-11-2021,6,17:48:00,66,0,18:08:00
231,30-03-2020,0,17:26:00,62,0,17:46:00
231,20-03-2020,4,09:56:00,76,0,10:16:00
231,06-10-2020,1,13:06:00,13,0,13:26:00
231,02-03-2022,2,15:00:00,128,0,15:20:00
231,25-07-2020,5,08:36:00,119,0,08:56:00
231,17-03-2021,2,21:16:00,119,0,21:36:00
231,16-09-2020,2,18:19:00,124,0,18:39:00
231,19-07-2020,6,11:20:00,128,0,11:40:00
231,10-07-2020,4,15:18:00,121,0,15:38:00
231,20-01-2023,4,13:41:00,131,0,14:01:00
231,06-03-2021,5,19:42:00,84,0,20:02:00
231,07-01-2021,3,17:36:00,29,0,17:56:00
231,10-12-2021,4,20:09:00,18,0,20:29:00
231,24-04-2021,5,20:38:00,32,0,20:58:00
231,20-12-2020,6,10:43:00,8,0,11:03:00
231,01-03-2021,0,16:39:00,127,0,16:59:00
231,12-05-2021,2,17:58:00,31,0,18:18:00
231,03-04-2022,6,08:31:00,45,0,08:51:00
231,31-10-2021,6,15:58:00,53,0,16:18:00
231,18-01-2023,2,15:57:00,120,0,16:17:00
231,20-12-2020,6,14:06:00,12,0,14:26:00
231,14-12-2022,2,17:44:00,38,0,18:04:00
231,29-03-2022,1,17:28:00,42,0,17:48:00
231,20-03-2020,4,19:39:00,54,0,19:59:00
231,22-05-2022,6,00:00,12,0,07:06:00
231,21-05-2020,3,15:56:00,51,0,16:16:00
231,03-10-2021,6,20:57:00,120,0,21:17:00
231,07-04-2020,1,14:51:00,96,0,15:11:00
231,27-06-2022,0,15:03:00,60,0,15:23:00
231,24-07-2022,6,17:45:00,39,0,18:05:00
231,11-11-2022,4,10:02:00,37,0,10:22:00
231,05-05-2020,1,14:49:00,18,0,15:09:00
231,16-05-2020,5,16:39:00,54,0,16:59:00
231,02-04-2022,5,19:11:00,96,0,19:31:00
231,09-03-2020,0,20:48:00,111,0,21:08:00
231,02-08-2021,0,13:59:00,126,0,14:19:00
231,29-09-2022,3,15:23:00,8,0,15:43:00
231,27-07-2020,0,08:38:00,79,0,08:58:00
231,22-09-2022,3,11:35:00,116,0,11:55:00
231,11-06-2022,5,14:40:00,82,0,15:00:00
231,26-09-2022,0,08:48:00,17,0,09:08:00
231,23-08-2021,0,18:14:00,98,0,18:34:00
231,10-02-2021,2,16:33:00,115,0,16:53:00
231,19-01-2021,1,15:13:00,23,0,15:33:00
231,25-05-2022,2,12:35:00,75,0,12:55:00
231,23-06-2022,3,13:01:00,3,0,13:21:00
231,04-08-2020,1,11:12:00,46,0,11:32:00
231,15-11-2021,0,10:18:00,78,0,10:38:00
231,03-11-2021,2,16:28:00,16,0,16:48:00
231,15-01-2023,6,11:29:00,18,0,11:49:00
231,01-07-2022,4,19:55:00,116,0,20:15:00
231,23-01-2023,0,12:34:00,25,0,12:54:00
231,06-09-2021,0,12:26:00,62,0,12:46:00
231,24-10-2020,5,16:26:00,40,0,16:46:00
231,24-04-2021,5,14:51:00,69,0,15:11:00
231,22-01-2021,4,08:23:00,108,0,08:43:00
231,14-03-2020,5,18:35:00,27,0,18:55:00
231,02-08-2020,6,18:28:00,66,0,18:48:00
231,15-08-2022,0,09:53:00,115,0,10:13:00
231,02-02-2022,2,09:52:00,22,0,10:12:00
231,23-01-2021,5,18:56:00,101,0,19:16:00
231,17-11-2021,2,19:41:00,106,0,20:01:00
231,23-08-2022,1,16:16:00,76,0,16:36:00
231,19-10-2021,1,10:45:00,61,0,11:05:00
231,28-10-2022,4,14:59:00,80,0,15:19:00
231,08-06-2022,2,19:18:00,32,0,19:38:00
231,24-01-2021,6,14:27:00,14,0,14:47:00
231,28-05-2020,3,09:38:00,32,0,09:58:00
231,10-03-2021,2,16:57:00,120,0,17:17:00
231,16-03-2020,0,20:18:00,121,0,20:38:00
231,18-10-2022,1,13:21:00,83,0,13:41:00
231,23-01-2022,6,12:42:00,85,0,13:02:00
231,07-07-2021,2,14:51:00,45,0,15:11:00
231,17-01-2021,6,17:20:00,105,0,17:40:00
231,28-12-2020,0,14:23:00,59,0,14:43:00
231,01-05-2021,5,19:13:00,24,0,19:33:00
231,06-12-2021,0,13:56:00,118,0,14:16:00
231,15-12-2021,2,08:59:00,54,0,09:19:00
231,23-09-2020,2,17:40:00,1,0,18:00:00
231,20-01-2022,3,18:06:00,63,0,18:26:00
231,22-05-2022,6,16:08:00,93,0,16:28:00
231,25-11-2022,4,18:56:00,118,0,19:16:00
231,23-02-2021,1,08:03:00,59,0,08:23:00
231,16-04-2022,5,16:31:00,21,0,16:51:00
231,10-12-2022,5,11:34:00,98,0,11:54:00
231,07-03-2020,5,21:25:00,109,0,21:45:00
231,27-03-2020,4,15:08:00,93,0,15:28:00
231,12-07-2021,0,12:27:00,14,0,12:47:00
231,08-11-2021,0,00:00,67,0,07:49:00
231,31-01-2021,6,17:59:00,127,0,18:19:00
231,11-03-2022,4,11:59:00,81,0,12:19:00
231,05-02-2021,4,13:17:00,120,0,13:37:00
231,19-07-2020,6,16:30:00,20,0,16:50:00
231,14-05-2020,3,16:02:00,84,0,16:22:00
231,31-08-2022,2,15:17:00,120,0,15:37:00
231,21-09-2020,0,07:41:00,35,0,08:01:00
231,04-11-2020,2,07:41:00,4,0,08:01:00
231,02-02-2021,1,00:00,72,0,07:53:00
231,25-11-2020,2,10:52:00,46,0,11:12:00
231,07-11-2020,5,19:20:00,2,0,19:40:00
231,07-11-2022,0,16:01:00,34,0,16:21:00
231,12-08-2022,4,20:08:00,65,0,20:28:00
231,18-01-2022,1,14:00:00,55,0,14:20:00
231,21-01-2020,1,14:54:00,99,0,15:14:00
231,02-05-2022,0,08:39:00,104,0,08:59:00
231,14-08-2022,6,20:12:00,46,0,20:32:00
231,01-07-2022,4,12:15:00,100,0,12:35:00
231,25-04-2021,6,11:05:00,90,0,11:25:00
231,09-03-2022,2,16:55:00,100,0,17:15:00
231,26-08-2020,2,08:01:00,3,0,08:21:00
231,05-01-2021,1,11:17:00,30,0,11:37:00
231,27-04-2020,0,14:14:00,49,0,14:34:00
231,22-11-2020,6,09:46:00,13,0,10:06:00
231,12-07-2021,0,20:46:00,91,0,21:06:00
231,03-04-2020,4,15:15:00,28,0,15:35:00
231,10-01-2020,4,00:00,131,0,08:41:00
231,03-08-2022,2,16:24:00,88,0,16:44:00
231,15-01-2022,5,20:01:00,83,0,20:21:00
231,25-07-2020,5,10:17:00,120,0,10:37:00
231,07-02-2020,4,17:23:00,60,0,17:43:00
231,25-06-2020,3,16:16:00,117,0,16:36:00
231,31-03-2021,2,14:47:00,15,0,15:07:00
231,18-12-2020,4,21:39:00,81,0,21:59:00
231,10-02-2020,0,19:09:00,67,0,19:29:00
231,13-11-2021,5,13:58:00,53,0,14:18:00
231,09-02-2021,1,12:57:00,52,0,13:17:00
231,21-04-2022,3,19:47:00,15,0,20:07:00
231,06-11-2020,4,12:41:00,34,0,13:01:00
231,25-12-2022,6,20:19:00,104,0,20:39:00
231,02-05-2021,6,10:38:00,122,0,10:58:00
231,30-03-2020,0,13:18:00,103,0,13:38:00
231,06-08-2020,3,19:17:00,120,0,19:37:00
231,22-04-2021,3,19:43:00,108,0,20:03:00
231,13-01-2020,0,17:21:00,3,0,17:41:00
231,11-09-2020,4,07:37:00,52,0,07:57:00
231,11-11-2021,3,18:15:00,50,0,18:35:00
231,29-08-2022,0,08:49:00,67,0,09:09:00
231,07-03-2022,0,15:09:00,43,0,15:29:00
231,03-10-2020,5,16:02:00,37,0,16:22:00
231,14-09-2022,2,10:36:00,29,0,10:56:00
231,10-11-2021,2,17:37:00,120,0,17:57:00
231,11-05-2022,2,16:33:00,115,0,16:53:00
231,08-12-2022,3,15:38:00,121,0,15:58:00
231,15-07-2022,4,15:34:00,74,0,15:54:00
231,03-01-2020,4,11:03:00,59,0,11:23:00
231,26-06-2022,6,21:08:00,64,0,21:28:00
231,08-12-2022,3,08:33:00,72,0,08:53:00
231,04-01-2021,0,20:09:00,18,0,20:29:00
231,05-03-2020,3,14:59:00,80,0,15:19:00
231,30-09-2021,3,13:19:00,81,0,13:39:00
231,13-08-2021,4,09:26:00,91,0,09:46:00
231,17-06-2021,3,18:59:00,54,0,19:19:00
231,13-08-2021,4,11:39:00,126,0,11:59:00
231,17-11-2020,1,17:40:00,128,0,18:00:00
231,25-02-2022,4,16:22:00,57,0,16:42:00
231,04-09-2020,4,13:19:00,127,0,13:39:00
231,26-08-2021,3,09:31:00,114,0,09:51:00
231,15-11-2020,6,13:38:00,78,0,13:58:00
231,27-02-2021,5,21:02:00,36,0,21:22:00
231,14-08-2021,5,13:25:00,39,0,13:45:00
231,12-12-2020,5,00:00,129,0,08:40:00
231,08-03-2022,1,13:35:00,50,0,13:55:00
231,28-10-2020,2,20:33:00,72,0,20:53:00
231,14-07-2021,2,13:07:00,15,0,13:27:00
231,24-01-2020,4,18:32:00,46,0,18:52:00
231,02-07-2020,3,09:35:00,50,0,09:55:00
231,17-08-2022,2,09:00:00,82,0,09:20:00
231,09-03-2022,2,20:25:00,109,0,20:45:00
231,30-11-2022,2,17:59:00,124,0,18:19:00
231,22-09-2021,2,08:51:00,45,0,09:11:00
231,30-07-2021,4,19:50:00,113,0,20:10:00
231,07-03-2020,5,16:02:00,6,0,16:22:00
231,12-01-2020,6,14:18:00,78,0,14:38:00
231,29-11-2020,6,14:38:00,78,0,14:58:00
231,23-04-2021,4,11:54:00,98,0,12:14:00
231,29-12-2022,3,22:19:00,126,0,22:39:00
231,13-02-2022,6,09:39:00,127,0,09:59:00
231,14-05-2020,3,09:27:00,110,0,09:47:00
231,08-07-2022,4,12:30:00,95,0,12:50:00
231,29-07-2021,3,16:10:00,19,0,16:30:00
231,22-09-2020,1,12:12:00,46,0,12:32:00
231,04-03-2020,2,19:20:00,33,0,19:40:00
231,24-10-2021,6,18:32:00,22,0,18:52:00
231,08-05-2020,4,10:58:00,32,0,11:18:00
231,22-01-2023,6,13:43:00,60,0,14:03:00
231,29-09-2021,2,21:05:00,89,0,21:25:00
231,04-06-2021,4,20:08:00,16,0,20:28:00
231,13-02-2021,5,15:25:00,11,0,15:45:00
231,18-12-2021,5,15:27:00,15,0,15:47:00
231,03-02-2022,3,11:59:00,123,0,12:19:00
231,19-06-2020,4,11:54:00,99,0,12:14:00
231,10-10-2022,0,16:31:00,69,0,16:51:00
231,17-06-2022,4,08:51:00,69,0,09:11:00
231,14-03-2021,6,10:18:00,78,0,10:38:00
231,11-06-2021,4,09:36:00,51,0,09:56:00
231,04-11-2021,3,14:23:00,59,0,14:43:00
231,12-01-2022,2,08:28:00,65,0,08:48:00
231,09-08-2022,1,10:58:00,32,0,11:18:00
231,02-02-2022,2,09:01:00,4,0,09:21:00
231,06-07-2020,0,21:23:00,86,0,21:43:00
231,14-02-2021,6,16:45:00,89,0,17:05:00
231,05-11-2021,4,13:20:00,2,0,13:40:00
231,04-11-2021,3,13:15:00,27,0,13:35:00
231,11-02-2020,1,16:39:00,124,0,16:59:00
231,09-05-2022,0,15:14:00,25,0,15:34:00
231,19-01-2023,3,17:21:00,4,0,17:41:00
231,14-05-2022,5,20:51:00,45,0,21:11:00
231,04-08-2022,3,15:01:00,5,0,15:21:00
231,23-10-2022,6,10:02:00,85,0,10:22:00
231,23-03-2022,2,10:27:00,15,0,10:47:00
231,08-01-2022,5,12:39:00,124,0,12:59:00
231,09-02-2020,6,16:17:00,52,0,16:37:00
231,28-06-2020,6,18:49:00,94,0,19:09:00
231,12-03-2022,5,10:51:00,96,0,11:11:00
231,10-02-2020,0,07:41:00,4,0,08:01:00
231,06-02-2020,3,12:59:00,127,0,13:19:00
231,18-06-2022,5,20:55:00,50,0,21:15:00
231,03-01-2023,1,08:39:00,80,0,08:59:00
231,26-06-2020,4,14:25:00,109,0,14:45:00
231,22-12-2020,1,10:58:00,32,0,11:18:00
231,08-07-2022,4,09:29:00,94,0,09:49:00
231,23-12-2021,3,16:39:00,54,0,16:59:00
231,04-08-2022,3,20:05:00,39,0,20:25:00
231,26-08-2021,3,18:20:00,105,0,18:40:00
231,16-12-2022,4,11:53:00,47,0,12:13:00
231,24-05-2020,6,08:46:00,13,0,09:06:00
231,25-08-2020,1,15:54:00,74,0,16:14:00
231,07-07-2022,3,08:22:00,37,0,08:42:00
231,11-10-2020,6,08:01:00,5,0,08:21:00
231,27-03-2020,4,19:06:00,63,0,19:26:00
231,28-03-2022,0,09:33:00,48,0,09:53:00
231,19-08-2021,3,11:43:00,59,0,12:03:00
231,07-03-2022,0,09:13:00,72,0,09:33:00
231,13-03-2022,6,16:20:00,105,0,16:40:00
231,27-05-2021,3,10:59:00,104,0,11:19:00
231,12-01-2021,1,09:23:00,8,0,09:43:00
231,01-04-2020,2,16:13:00,48,0,16:33:00
231,03-02-2021,2,16:55:00,116,0,17:15:00
231,12-08-2022,4,20:43:00,8,0,21:03:00
231,01-08-2021,6,11:38:00,121,0,11:58:00
231,26-09-2021,6,20:51:00,45,0,21:11:00
231,21-03-2022,0,00:00,27,0,07:15:00
231,18-09-2021,5,15:09:00,43,0,15:29:00
231,24-01-2022,0,18:13:00,48,0,18:33:00
231,10-05-2022,1,12:27:00,15,0,12:47:00
231,18-05-2020,0,13:39:00,127,0,13:59:00
231,18-02-2022,4,21:06:00,40,0,21:26:00
231,13-04-2022,2,13:46:00,40,0,14:06:00
231,31-01-2023,1,19:10:00,113,0,19:30:00
231,27-07-2022,2,13:41:00,5,0,14:01:00
231,12-08-2022,4,13:26:00,63,0,13:46:00
231,07-05-2020,3,18:07:00,110,0,18:27:00
231,04-03-2022,4,08:48:00,17,0,09:08:00
231,12-03-2020,3,08:48:00,111,0,09:08:00
231,26-06-2022,6,11:50:00,19,0,12:10:00
231,11-07-2022,0,10:35:00,27,0,10:55:00
231,28-12-2022,2,15:40:00,105,0,16:00:00
231,07-11-2020,5,17:38:00,31,0,17:58:00
231,22-03-2022,1,21:28:00,93,0,21:48:00
231,18-11-2020,2,17:54:00,74,0,18:14:00
231,06-08-2020,3,15:36:00,117,0,15:56:00
231,25-01-2020,5,15:52:00,22,0,16:12:00
231,18-10-2022,1,18:18:00,103,0,18:38:00
231,12-09-2020,5,11:59:00,127,0,12:19:00
231,17-09-2020,3,18:29:00,112,0,18:49:00
231,14-04-2020,1,21:17:00,77,0,21:37:00
231,29-03-2020,6,12:26:00,92,0,12:46:00
231,05-01-2021,1,20:19:00,54,0,20:39:00
231,14-07-2022,3,17:10:00,19,0,17:30:00
231,11-02-2021,3,14:20:00,2,0,14:40:00
231,20-12-2021,0,11:26:00,63,0,11:46:00
231,15-06-2022,2,20:03:00,87,0,20:23:00
231,10-11-2020,1,15:39:00,104,0,15:59:00
231,04-05-2020,0,17:42:00,57,0,18:02:00
231,18-07-2021,6,20:58:00,121,0,21:18:00
231,19-09-2020,5,17:31:00,69,0,17:51:00
231,24-10-2022,0,11:10:00,95,0,11:30:00
231,13-01-2020,0,19:58:00,32,0,20:18:00
231,22-07-2022,4,08:49:00,94,0,09:09:00
231,21-04-2021,2,19:45:00,109,0,20:05:00
231,18-04-2021,6,20:23:00,59,0,20:43:00
231,22-09-2021,2,10:22:00,6,0,10:42:00
231,01-04-2021,3,22:19:00,125,0,22:39:00
231,09-02-2020,6,09:56:00,118,0,10:16:00
231,20-04-2021,1,11:17:00,102,0,11:37:00
